mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1430133819580078,0.022398270192279288,0.024194908142089844,0.0013322588144259308,4,10,,"{'max_features': 4, 'n_estimators': 10}",0.9619482496194824,0.9671232876712329,0.9692541856925418,0.9707762557077626,0.9689403166869671,0.9676084590755973,0.003059103093265942,8,0.9829515183803943,0.9835603927239516,0.9808965674708882,0.9807443488849988,0.9818873668188737,0.9820080388558212,0.0011087649766809064
0.18197898864746093,0.010374333774898497,0.03179159164428711,0.0044719587238221375,4,15,,"{'max_features': 4, 'n_estimators': 15}",0.963165905631659,0.9668188736681887,0.9701674277016743,0.9747336377473363,0.9695493300852619,0.968887034966824,0.003828039092781483,1,0.9828754090874495,0.9837887206027855,0.9817337696932795,0.9820382068650583,0.9821917808219178,0.9825255774140981,0.0007340058035980113
0.3374181270599365,0.03294970599837799,0.045183658599853516,0.005556044243041661,4,30,,"{'max_features': 4, 'n_estimators': 30}",0.9625570776255707,0.9665144596651446,0.9710806697108066,0.9732115677321157,0.9686358099878197,0.9683999169442915,0.0036901974116030733,4,0.983027627673339,0.9842453763604536,0.9818859882791688,0.9821143161580029,0.982572298325723,0.9827691213593376,0.0008358932393844514
0.14660067558288575,0.021122543124031282,0.027998876571655274,0.00360110967639362,5,10,,"{'max_features': 5, 'n_estimators': 10}",0.9601217656012176,0.963165905631659,0.9680365296803652,0.973820395738204,0.9677222898903776,0.9665733773083647,0.004673633446357918,12,0.9821904254509476,0.9836365020168962,0.9810487860567775,0.9814293325215009,0.9818112633181126,0.9820232618728468,0.0008919401327353322
0.1754749298095703,0.0029071920602344852,0.02718191146850586,0.0007408955516609775,5,15,,"{'max_features': 5, 'n_estimators': 15}",0.9640791476407915,0.9634703196347032,0.9680365296803652,0.9753424657534246,0.9698538367844093,0.9681564598987388,0.004315519378148818,5,0.9826470812086155,0.9835603927239516,0.9816576604003349,0.9818859882791688,0.9822678843226789,0.98240380138695,0.0006693607140120753
0.3470027923583984,0.016777283858413983,0.04176969528198242,0.0007611022883394045,5,30,,"{'max_features': 5, 'n_estimators': 30}",0.9604261796042618,0.9637747336377473,0.9698630136986301,0.9735159817351599,0.9695493300852619,0.9674258477522122,0.004687529743002879,10,0.9831037369662836,0.9840931577745643,0.9819620975721135,0.9818859882791688,0.982572298325723,0.9827234557835706,0.0008154218596778865
0.12501673698425292,0.0010860465391060508,0.023809814453125,0.0026574052969345987,6,10,,"{'max_features': 6, 'n_estimators': 10}",0.9628614916286149,0.9662100456621004,0.9707762557077626,0.9735159817351599,0.9671132764920828,0.9680954102451441,0.0037008814646557506,6,0.9824187533297816,0.9836365020168962,0.9813532232285562,0.9815054418144455,0.9814307458143074,0.9820689332407975,0.0008736924588184396
0.18639106750488282,0.00462030823825028,0.028391695022583006,0.002426565962847543,6,15,,"{'max_features': 6, 'n_estimators': 15}",0.9610350076103501,0.9622526636225266,0.9707762557077626,0.9735159817351599,0.9698538367844093,0.9674867490920416,0.004935508545871246,9,0.9828754090874495,0.983940939188675,0.9817337696932795,0.9816576604003349,0.9822678843226789,0.9824951325384834,0.0008447060837060603
0.3508168697357178,0.005251509838552148,0.040775299072265625,0.0011872404999474125,6,30,,"{'max_features': 6, 'n_estimators': 30}",0.9628614916286149,0.9662100456621004,0.971689497716895,0.9726027397260274,0.9692448233861145,0.9685217196239504,0.00359428545431847,3,0.9831037369662836,0.984169267067509,0.9819620975721135,0.9821143161580029,0.982496194824962,0.9827691225177742,0.0008033581699992304
0.12962541580200196,0.0027416688076400634,0.024174213409423828,0.002623464230982053,8,10,,"{'max_features': 8, 'n_estimators': 10}",0.963165905631659,0.9619482496194824,0.969558599695586,0.9710806697108066,0.9677222898903776,0.9666951429095823,0.0035630260364247312,11,0.9828754090874495,0.9833320648451176,0.9809726767638328,0.9815054418144455,0.9817351598173516,0.9820841504656395,0.0008803922387735911
0.19241619110107422,0.0017470636534278254,0.027980804443359375,0.0015564491123412987,8,15,,"{'max_features': 8, 'n_estimators': 15}",0.9619482496194824,0.9643835616438357,0.9704718417047185,0.974124809741248,0.9689403166869671,0.9679737558792503,0.004340653327187571,7,0.9828754090874495,0.9840170484816196,0.9816576604003349,0.9819620975721135,0.9821917808219178,0.982540799272687,0.0008399903880513191
0.36140832901000974,0.007951668956977532,0.039792346954345706,0.0009880363407406257,8,30,,"{'max_features': 8, 'n_estimators': 30}",0.9625570776255707,0.9646879756468798,0.9722983257229832,0.9735159817351599,0.9701583434835567,0.96864354084283,0.0042914866963386904,2,0.9831798462592283,0.9840931577745643,0.9817337696932795,0.9821143161580029,0.9822678843226789,0.9826777948415508,0.0008522941040513936
0.37523598670959474,0.01823019740786137,0.022162866592407227,0.0014603661967627177,40,10,False,"{'bootstrap': False, 'max_features': 40, 'n_estimators': 10}",0.9592085235920852,0.9634703196347032,0.9668188736681887,0.973820395738204,0.9668087697929354,0.9660253764852232,0.004795903812303936,17,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.7425823211669922,0.04262827218502677,0.030618572235107423,0.0008149065644520169,40,20,False,"{'bootstrap': False, 'max_features': 40, 'n_estimators': 20}",0.958599695585997,0.9643835616438357,0.9680365296803652,0.9732115677321157,0.9677222898903776,0.9663907289065381,0.004811122067617209,14,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.0416117668151856,0.011102128043589765,0.03797998428344727,0.0008953565821615737,40,30,False,"{'bootstrap': False, 'max_features': 40, 'n_estimators': 30}",0.958599695585997,0.9640791476407915,0.9686453576864535,0.9729071537290715,0.9683313032886723,0.9665125315861971,0.0048431890531264715,13,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.43220033645629885,0.0036879142355535893,0.021396541595458986,0.0004906952221488429,50,10,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 10}",0.9595129375951293,0.9640791476407915,0.9659056316590563,0.9713850837138508,0.9665042630937881,0.9654774127405232,0.0038384496471475585,18,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.830623722076416,0.005598838972018151,0.030364465713500977,0.0013670771587684085,50,20,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 20}",0.9592085235920852,0.9634703196347032,0.9665144596651446,0.9729071537290715,0.9689403166869671,0.9662081546615943,0.004667455331074081,15,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.279225969314575,0.05364280877979491,0.037773847579956055,0.0007418664167674736,50,30,False,"{'bootstrap': False, 'max_features': 50, 'n_estimators': 30}",0.9582952815829529,0.9640791476407915,0.967427701674277,0.9726027397260274,0.968026796589525,0.9660863334427147,0.004748841979491659,16,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.5098339080810547,0.007946820507787493,0.02276611328125,0.0011609480856402598,60,10,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 10}",0.9592085235920852,0.9643835616438357,0.9680365296803652,0.9698630136986301,0.9637637028014616,0.9650510662832754,0.0036961061104861114,20,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.0217992305755614,0.03495680003056054,0.03099851608276367,0.001111500270350861,60,20,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 20}",0.9579908675799087,0.963165905631659,0.9671232876712329,0.9707762557077626,0.9665042630937881,0.9651121159368703,0.004302680037127002,19,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.476218843460083,0.03556910558193951,0.0390012264251709,0.0010932159559435034,60,30,False,"{'bootstrap': False, 'max_features': 60, 'n_estimators': 30}",0.9579908675799087,0.9628614916286149,0.9662100456621004,0.9710806697108066,0.9649817295980512,0.9646249608358964,0.004276376314303459,21,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
0.6946255683898925,0.014240942571045386,0.02217416763305664,0.00041198262459251294,86,10,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 10}",0.9561643835616438,0.9625570776255707,0.9656012176560121,0.9668188736681887,0.9622411693057247,0.962676544363428,0.0036966110963436174,22,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
1.433215045928955,0.10113826141784213,0.03437409400939941,0.005568127006875761,86,20,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 20}",0.9570776255707762,0.9613394216133943,0.9646879756468798,0.9671232876712329,0.9625456760048721,0.962554797301431,0.003373371771408236,23,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
2.034211254119873,0.028040839829050375,0.042789459228515625,0.010147866910086407,86,30,False,"{'bootstrap': False, 'max_features': 86, 'n_estimators': 30}",0.9561643835616438,0.960730593607306,0.9646879756468798,0.9665144596651446,0.9619366626065774,0.9620068150175104,0.003557390907812896,24,0.9832559555521729,0.9842453763604536,0.9819620975721135,0.9822665347438923,0.982572298325723,0.9828604525108711,0.000814524335936395
